[2026-02-15 04:20:27.488] [workload] [debug] issue,sys->id=1, tick=262842738538, node->id=13048, node->name=COMP_NODE_FWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:27.789] [workload] [debug] callback,sys->id=0, tick=306098949554, node->id=5917, node->name=COMP_NODE_BCKWD_iter14_b3_ffwd_compute, node->type=4
[2026-02-15 04:20:27.789] [workload] [debug] issue,sys->id=0, tick=306098949554, node->id=5918, node->name=COMP_NODE_BCKWD_iter14_b3_attention_compute, node->type=4
[2026-02-15 04:20:27.789] [workload] [debug] callback,sys->id=2, tick=306098949554, node->id=21981, node->name=COMP_NODE_BCKWD_iter14_b3_ffwd_compute, node->type=4
[2026-02-15 04:20:27.789] [workload] [debug] issue,sys->id=2, tick=306098949554, node->id=21982, node->name=COMP_NODE_BCKWD_iter14_b3_attention_compute, node->type=4
[2026-02-15 04:20:27.789] [workload] [debug] callback,sys->id=0, tick=306098949555, node->id=5918, node->name=COMP_NODE_BCKWD_iter14_b3_attention_compute, node->type=4
[2026-02-15 04:20:27.789] [workload] [debug] issue,sys->id=0, tick=306098949555, node->id=5919, node->name=COMP_NODE_BCKWD_iter14_b3_ffwd_compute, node->type=4
[2026-02-15 04:20:27.789] [workload] [debug] callback,sys->id=2, tick=306098949555, node->id=21982, node->name=COMP_NODE_BCKWD_iter14_b3_attention_compute, node->type=4
[2026-02-15 04:20:27.789] [workload] [debug] issue,sys->id=2, tick=306098949555, node->id=21983, node->name=COMP_NODE_BCKWD_iter14_b3_ffwd_compute, node->type=4
[2026-02-15 04:20:27.789] [workload] [debug] callback,sys->id=0, tick=306098949556, node->id=5919, node->name=COMP_NODE_BCKWD_iter14_b3_ffwd_compute, node->type=4
[2026-02-15 04:20:27.789] [workload] [debug] issue,sys->id=0, tick=306098949556, node->id=5920, node->name=COMP_NODE_BCKWD_iter14_b3_attention_compute, node->type=4
[2026-02-15 04:20:27.789] [workload] [debug] callback,sys->id=2, tick=306098949556, node->id=21983, node->name=COMP_NODE_BCKWD_iter14_b3_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=2, tick=306098949556, node->id=21984, node->name=COMP_NODE_BCKWD_iter14_b3_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=0, tick=306098949557, node->id=5920, node->name=COMP_NODE_BCKWD_iter14_b3_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=0, tick=306098949557, node->id=5921, node->name=COMP_NODE_BCKWD_iter14_b3_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=2, tick=306098949557, node->id=21984, node->name=COMP_NODE_BCKWD_iter14_b3_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=2, tick=306098949557, node->id=21985, node->name=COMP_NODE_BCKWD_iter14_b3_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=0, tick=306098949558, node->id=5921, node->name=COMP_NODE_BCKWD_iter14_b3_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=0, tick=306098949558, node->id=5922, node->name=COMP_NODE_BCKWD_iter14_b3_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=2, tick=306098949558, node->id=21985, node->name=COMP_NODE_BCKWD_iter14_b3_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=2, tick=306098949558, node->id=21986, node->name=COMP_NODE_BCKWD_iter14_b3_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=0, tick=306098949559, node->id=5922, node->name=COMP_NODE_BCKWD_iter14_b3_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=2, tick=306098949559, node->id=21986, node->name=COMP_NODE_BCKWD_iter14_b3_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=1, tick=306105200035, node->id=13979, node->name=COMM_SEND_NODE_BCKWD_iter14_b4_dp0pp1tp0, node->type=5
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=1, tick=306105200035, node->id=14004, node->name=COMM_SEND_NODE_BCKWD_iter14_b5_dp0pp1tp0, node->type=5
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=0, tick=306105200035, node->id=5923, node->name=COMM_RECV_NODE_BCKWD_iter14_b4_dp0pp0tp0, node->type=6
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=0, tick=306105200035, node->id=5924, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=0, tick=306105200035, node->id=5948, node->name=COMM_RECV_NODE_BCKWD_iter14_b5_dp0pp0tp0, node->type=6
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=3, tick=306105200035, node->id=30043, node->name=COMM_SEND_NODE_BCKWD_iter14_b4_dp1pp1tp0, node->type=5
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=3, tick=306105200035, node->id=30068, node->name=COMM_SEND_NODE_BCKWD_iter14_b5_dp1pp1tp0, node->type=5
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=2, tick=306105200035, node->id=21987, node->name=COMM_RECV_NODE_BCKWD_iter14_b4_dp1pp0tp0, node->type=6
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=2, tick=306105200035, node->id=21988, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=2, tick=306105200035, node->id=22012, node->name=COMM_RECV_NODE_BCKWD_iter14_b5_dp1pp0tp0, node->type=6
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=0, tick=306105200036, node->id=5924, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=0, tick=306105200036, node->id=5925, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=2, tick=306105200036, node->id=21988, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=2, tick=306105200036, node->id=21989, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=0, tick=306105200037, node->id=5925, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=0, tick=306105200037, node->id=5926, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=2, tick=306105200037, node->id=21989, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=2, tick=306105200037, node->id=21990, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=0, tick=306105200038, node->id=5926, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=0, tick=306105200038, node->id=5927, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=2, tick=306105200038, node->id=21990, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=2, tick=306105200038, node->id=21991, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=0, tick=306105200039, node->id=5927, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=0, tick=306105200039, node->id=5928, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=2, tick=306105200039, node->id=21991, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=2, tick=306105200039, node->id=21992, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=0, tick=306105200040, node->id=5928, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=0, tick=306105200040, node->id=5929, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=2, tick=306105200040, node->id=21992, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=2, tick=306105200040, node->id=21993, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=0, tick=306105200041, node->id=5929, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=0, tick=306105200041, node->id=5930, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=2, tick=306105200041, node->id=21993, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=2, tick=306105200041, node->id=21994, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=0, tick=306105200042, node->id=5930, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=0, tick=306105200042, node->id=5931, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] callback,sys->id=2, tick=306105200042, node->id=21994, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.790] [workload] [debug] issue,sys->id=2, tick=306105200042, node->id=21995, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=0, tick=306105200043, node->id=5931, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=0, tick=306105200043, node->id=5932, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=2, tick=306105200043, node->id=21995, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=2, tick=306105200043, node->id=21996, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=0, tick=306105200044, node->id=5932, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=0, tick=306105200044, node->id=5933, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=2, tick=306105200044, node->id=21996, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=2, tick=306105200044, node->id=21997, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=0, tick=306105200045, node->id=5933, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=0, tick=306105200045, node->id=5934, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=2, tick=306105200045, node->id=21997, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=2, tick=306105200045, node->id=21998, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=0, tick=306105200046, node->id=5934, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=0, tick=306105200046, node->id=5935, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=2, tick=306105200046, node->id=21998, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=2, tick=306105200046, node->id=21999, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=0, tick=306105200047, node->id=5935, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=0, tick=306105200047, node->id=5936, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=2, tick=306105200047, node->id=21999, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=2, tick=306105200047, node->id=22000, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=0, tick=306105200048, node->id=5936, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=0, tick=306105200048, node->id=5937, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=2, tick=306105200048, node->id=22000, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=2, tick=306105200048, node->id=22001, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=0, tick=306105200049, node->id=5937, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=0, tick=306105200049, node->id=5938, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=2, tick=306105200049, node->id=22001, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=2, tick=306105200049, node->id=22002, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=0, tick=306105200050, node->id=5938, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=0, tick=306105200050, node->id=5939, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=2, tick=306105200050, node->id=22002, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=2, tick=306105200050, node->id=22003, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=0, tick=306105200051, node->id=5939, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=0, tick=306105200051, node->id=5940, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=2, tick=306105200051, node->id=22003, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=2, tick=306105200051, node->id=22004, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=0, tick=306105200052, node->id=5940, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=0, tick=306105200052, node->id=5941, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=2, tick=306105200052, node->id=22004, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=2, tick=306105200052, node->id=22005, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=0, tick=306105200053, node->id=5941, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=0, tick=306105200053, node->id=5942, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=2, tick=306105200053, node->id=22005, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=2, tick=306105200053, node->id=22006, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=0, tick=306105200054, node->id=5942, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=0, tick=306105200054, node->id=5943, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=2, tick=306105200054, node->id=22006, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=2, tick=306105200054, node->id=22007, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=0, tick=306105200055, node->id=5943, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=0, tick=306105200055, node->id=5944, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=2, tick=306105200055, node->id=22007, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] issue,sys->id=2, tick=306105200055, node->id=22008, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.791] [workload] [debug] callback,sys->id=0, tick=306105200056, node->id=5944, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=0, tick=306105200056, node->id=5945, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=2, tick=306105200056, node->id=22008, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=2, tick=306105200056, node->id=22009, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=0, tick=306105200057, node->id=5945, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=0, tick=306105200057, node->id=5946, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=2, tick=306105200057, node->id=22009, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=2, tick=306105200057, node->id=22010, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=0, tick=306105200058, node->id=5946, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=0, tick=306105200058, node->id=5947, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=2, tick=306105200058, node->id=22010, node->name=COMP_NODE_BCKWD_iter14_b4_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=2, tick=306105200058, node->id=22011, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=0, tick=306105200059, node->id=5947, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=2, tick=306105200059, node->id=22011, node->name=COMP_NODE_BCKWD_iter14_b4_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=1, tick=306111450535, node->id=14004, node->name=COMM_SEND_NODE_BCKWD_iter14_b5_dp0pp1tp0, node->type=5
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=1, tick=306111450535, node->id=14029, node->name=COMM_SEND_NODE_BCKWD_iter14_b6_dp0pp1tp0, node->type=5
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=0, tick=306111450535, node->id=5948, node->name=COMM_RECV_NODE_BCKWD_iter14_b5_dp0pp0tp0, node->type=6
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=0, tick=306111450535, node->id=5949, node->name=COMP_NODE_BCKWD_iter14_b5_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=0, tick=306111450535, node->id=5973, node->name=COMM_RECV_NODE_BCKWD_iter14_b6_dp0pp0tp0, node->type=6
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=3, tick=306111450535, node->id=30068, node->name=COMM_SEND_NODE_BCKWD_iter14_b5_dp1pp1tp0, node->type=5
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=3, tick=306111450535, node->id=30093, node->name=COMM_SEND_NODE_BCKWD_iter14_b6_dp1pp1tp0, node->type=5
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=2, tick=306111450535, node->id=22012, node->name=COMM_RECV_NODE_BCKWD_iter14_b5_dp1pp0tp0, node->type=6
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=2, tick=306111450535, node->id=22013, node->name=COMP_NODE_BCKWD_iter14_b5_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=2, tick=306111450535, node->id=22037, node->name=COMM_RECV_NODE_BCKWD_iter14_b6_dp1pp0tp0, node->type=6
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=0, tick=306111450536, node->id=5949, node->name=COMP_NODE_BCKWD_iter14_b5_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=0, tick=306111450536, node->id=5950, node->name=COMP_NODE_BCKWD_iter14_b5_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=2, tick=306111450536, node->id=22013, node->name=COMP_NODE_BCKWD_iter14_b5_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=2, tick=306111450536, node->id=22014, node->name=COMP_NODE_BCKWD_iter14_b5_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=0, tick=306111450537, node->id=5950, node->name=COMP_NODE_BCKWD_iter14_b5_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=0, tick=306111450537, node->id=5951, node->name=COMP_NODE_BCKWD_iter14_b5_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=2, tick=306111450537, node->id=22014, node->name=COMP_NODE_BCKWD_iter14_b5_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=2, tick=306111450537, node->id=22015, node->name=COMP_NODE_BCKWD_iter14_b5_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=0, tick=306111450538, node->id=5951, node->name=COMP_NODE_BCKWD_iter14_b5_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=0, tick=306111450538, node->id=5952, node->name=COMP_NODE_BCKWD_iter14_b5_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=2, tick=306111450538, node->id=22015, node->name=COMP_NODE_BCKWD_iter14_b5_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=2, tick=306111450538, node->id=22016, node->name=COMP_NODE_BCKWD_iter14_b5_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=0, tick=306111450539, node->id=5952, node->name=COMP_NODE_BCKWD_iter14_b5_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=0, tick=306111450539, node->id=5953, node->name=COMP_NODE_BCKWD_iter14_b5_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=2, tick=306111450539, node->id=22016, node->name=COMP_NODE_BCKWD_iter14_b5_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=2, tick=306111450539, node->id=22017, node->name=COMP_NODE_BCKWD_iter14_b5_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=0, tick=306111450540, node->id=5953, node->name=COMP_NODE_BCKWD_iter14_b5_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=0, tick=306111450540, node->id=5954, node->name=COMP_NODE_BCKWD_iter14_b5_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=2, tick=306111450540, node->id=22017, node->name=COMP_NODE_BCKWD_iter14_b5_ffwd_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=2, tick=306111450540, node->id=22018, node->name=COMP_NODE_BCKWD_iter14_b5_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] callback,sys->id=0, tick=306111450541, node->id=5954, node->name=COMP_NODE_BCKWD_iter14_b5_attention_compute, node->type=4
[2026-02-15 04:20:27.792] [workload] [debug] issue,sys->id=0, tick=306111450541, node->id=5955, node->name=COMP_NODE_BCKWD_iter14_b5_ffwd_compute, node->type=4
